ID,Label
371,7
372,5
373,15
374,7
375,17
376,5
377,11
378,17
379,17
380,17
381,17
382,14
383,5
384,8
385,7
386,12
387,17
388,7
389,15
390,23
391,23
392,23
393,17
394,17
395,23
396,3
397,11
398,17
399,5
400,11
401,17
402,15
403,18
404,3
405,17
406,8
407,17
408,17
409,17
410,21
411,20
412,17
413,16
414,6
415,16
416,24
417,5
418,19
419,23
420,11
421,15
422,20
423,6
424,8
425,7
426,17
427,17
428,17
429,20
430,22
431,17
432,21
433,6
434,23
435,7
436,7
437,20
438,11
439,22
440,17
441,16
442,20
443,7
444,23
445,23
446,7
447,7
448,17
449,17
450,10
451,20
452,17
453,17
454,17
455,22
456,5
457,23
458,11
459,23
460,23
461,11
462,17
463,17
464,22
465,7
466,22
467,23
468,21
469,15
470,17
471,15
472,11
473,23
474,17
475,15
476,17
477,11
478,22
479,11
480,23
481,21
482,14
483,23
484,23
485,18
486,17
487,20
488,17
489,23
490,7
491,15
492,7
493,23
494,15
495,21
496,16
497,21
498,21
499,23
500,17
501,17
502,17
503,17
504,23
505,5
506,6
507,5
508,23
509,17
510,23
511,17
512,7
513,17
514,23
515,3
516,7
517,17
518,17
519,17
520,23
521,5
522,17
523,10
524,11
525,17
526,16
527,23
528,16
529,5
530,23
531,22
532,17
533,17
534,11
535,23
536,23
537,21
538,23
539,19
540,10
541,23
542,10
543,19
544,11
545,7
546,18
547,17
548,17
549,14
550,21
551,5
552,18
553,22
554,6
555,11
556,23
557,17
558,7
559,11
560,23
561,23
562,23
563,15
564,17
565,15
566,5
567,17
568,5
569,24
570,17
571,11
572,10
573,17
574,15
575,17
576,22
577,17
578,21
579,7
580,23
581,23
582,7
583,23
584,7
585,16
586,3
587,7
588,7
589,7
590,22
591,17
592,15
593,17
594,11
595,11
596,7
597,2
598,22
599,17
600,17
601,7
602,10
603,21
604,22
605,15
606,17
607,10
608,11
609,4
610,3
611,8
612,7
613,17
614,17
615,17
616,17
617,11
618,23
619,17
620,24
621,11
622,8
623,23
624,7
625,19
626,23
627,7
628,17
629,7
630,10
631,22
632,7
633,6
634,23
635,5
636,6
637,17
638,2
639,23
640,22
641,8
642,17
643,17
644,22
645,14
646,8
647,5
648,17
649,11
650,20
651,11
652,23
653,8
654,7
655,23
656,23
657,22
658,20
659,5
660,17
661,16
662,17
663,21
664,16
665,23
666,17
667,23
668,8
669,3
670,8
671,11
672,17
673,11
674,17
675,11
676,23
677,16
678,23
679,17
680,7
681,14
682,17
683,23
684,6
685,7
686,20
687,24
688,22
689,22
690,17
691,6
692,17
693,21
694,3
695,21
696,2
697,21
698,22
699,23
700,19
701,24
702,15
703,15
704,19
705,17
706,19
707,10
708,17
709,11
710,11
711,20
712,23
713,20
714,17
715,11
716,19
717,7
718,7
719,10
720,17
721,17
722,7
723,17
724,17
725,23
726,23
727,17
728,20
729,5
730,5
731,23
732,23
733,5
734,17
735,17
736,20
737,19
738,5
739,17
740,15
741,23
742,23
743,7
744,23
745,10
746,21
747,23
748,17
749,7
750,7
751,7
752,7
753,17
754,20
755,23
756,8
757,21
758,8
759,22
760,20
761,18
762,22
763,23
764,17
765,23
766,16
767,23
768,12
769,22
770,23
771,19
772,8
773,20
774,11
775,11
776,7
777,23
778,21
779,17
780,7
781,17
782,23
783,17
784,17
785,23
786,17
787,7
788,11
789,17
790,16
791,11
792,11
793,11
794,17
795,23
796,7
797,21
798,5
799,23
800,10
801,8
802,20
803,19
804,17
805,22
806,21
807,5
808,24
809,17
810,11
811,11
812,11
813,20
814,10
815,21
816,23
817,11
818,23
819,11
820,24
821,23
822,7
823,5
824,17
825,23
826,17
827,11
828,17
829,7
830,22
831,10
832,11
833,17
834,5
835,7
836,23
837,7
838,17
839,16
840,23
841,17
842,18
843,22
844,17
845,17
846,7
847,23
848,23
849,16
850,22
851,20
852,5
853,7
854,17
855,5
856,7
857,17
858,21
859,7
860,5
861,23
862,22
863,7
864,24
865,19
866,23
867,7
868,16
869,17
870,17
871,6
872,16
873,22
874,22
875,8
876,11
877,21
878,10
879,5
880,22
881,6
882,11
883,16
884,5
885,20
886,17
887,17
888,7
889,23
890,17
891,5
892,23
893,17
894,10
895,17
896,23
897,17
898,17
899,15
900,17
901,11
902,17
903,19
904,20
905,8
906,10
907,21
908,17
909,7
910,12
911,8
912,8
913,17
914,17
915,17
916,11
917,17
918,17
919,22
920,19
921,16
922,23
923,17
924,10
925,6
926,8
927,20
928,7
929,7
930,17
931,16
932,16
933,17
934,24
935,23
936,11
937,17
938,19
939,23
940,10
941,21
942,16
943,11
944,11
945,24
946,18
947,23
948,17
949,17
950,17
951,8
952,11
953,21
954,17
955,23
956,22
957,16
958,17
959,17
960,17
961,10
962,21
963,11
964,24
965,15
966,7
967,5
968,5
969,7
970,22
971,23
972,20
973,7
974,17
975,6
976,23
977,17
978,21
979,17
980,7
981,23
982,23
983,23
984,23
985,23
986,6
987,17
988,11
989,22
990,10
991,6
992,17
993,23
994,11
995,23
996,20
997,23
998,22
999,5
1000,17
1001,17
1002,11
1003,23
1004,21
1005,16
1006,11
1007,20
1008,17
1009,17
1010,10
1011,23
1012,23
1013,11
1014,4
1015,23
1016,23
1017,5
1018,17
1019,17
1020,21
1021,17
1022,22
1023,7
1024,17
1025,7
1026,21
1027,7
1028,7
1029,23
1030,22
1031,17
1032,11
1033,5
1034,17
1035,7
1036,17
1037,17
1038,5
1039,20
1040,7
1041,17
1042,4
1043,15
1044,17
1045,8
1046,23
1047,17
1048,15
1049,5
1050,22
1051,18
1052,22
1053,5
1054,11
1055,20
1056,7
1057,20
1058,7
1059,23
1060,17
1061,15
1062,17
1063,21
1064,17
1065,23
1066,23
1067,16
1068,5
1069,11
1070,3
1071,23
1072,17
1073,10
1074,11
1075,7
1076,15
1077,6
1078,3
1079,17
1080,23
1081,21
1082,24
1083,3
1084,11
1085,8
1086,21
1087,23
1088,7
1089,21
1090,23
1091,23
1092,17
1093,5
1094,11
1095,19
1096,7
1097,17
1098,22
1099,17
1100,11
1101,23
1102,23
1103,16
1104,17
1105,8
1106,20
1107,15
1108,23
1109,8
1110,17
1111,18
1112,24
1113,5
1114,23
1115,16
1116,22
1117,22
1118,24
1119,17
1120,19
1121,17
1122,21
1123,7
1124,20
1125,16
1126,23
1127,17
1128,7
1129,17
1130,22
1131,24
1132,20
1133,17
1134,11
1135,16
1136,7
1137,10
1138,12
1139,16
1140,21
1141,17
1142,3
1143,20
1144,8
1145,23
1146,23
1147,7
1148,5
1149,6
1150,7
1151,22
1152,18
1153,11
1154,20
1155,23
1156,5
1157,16
1158,17
1159,4
1160,17
1161,17
1162,23
1163,16
1164,23
1165,11
1166,19
1167,21
1168,17
1169,23
1170,23
1171,11
1172,17
1173,5
1174,17
1175,11
1176,17
1177,10
1178,5
1179,11
1180,21
1181,7
1182,17
1183,5
1184,17
1185,7
1186,7
1187,17
1188,19
1189,22
1190,16
1191,23
1192,5
1193,23
1194,17
1195,11
1196,15
1197,17
1198,17
1199,17
1200,11
1201,17
1202,17
1203,7
1204,21
1205,7
1206,17
1207,23
1208,21
1209,17
1210,11
1211,21
1212,15
1213,7
1214,17
1215,7
1216,11
1217,23
1218,15
1219,5
1220,6
1221,23
1222,17
1223,11
1224,8
1225,20
1226,20
1227,23
1228,23
1229,22
1230,17
1231,10
1232,22
1233,7
1234,11
1235,22
1236,23
1237,23
1238,17
1239,15
1240,10
1241,23
1242,20
1243,22
1244,17
1245,21
1246,17
1247,23
1248,11
1249,17
1250,20
1251,10
1252,23
1253,23
1254,21
1255,11
1256,23
1257,22
1258,15
1259,21
1260,5
1261,17
1262,22
1263,11
1264,7
1265,7
1266,10
1267,23
1268,19
1269,23
1270,6
1271,10
1272,17
1273,24
1274,3
1275,15
1276,18
1277,23
1278,21
1279,17
1280,5
1281,8
1282,7
1283,22
1284,23
1285,22
1286,23
1287,10
1288,20
1289,17
1290,23
1291,8
1292,15
1293,17
1294,5
1295,17
1296,3
1297,8
1298,11
1299,11
1300,16
1301,19
1302,11
1303,23
1304,10
1305,17
1306,7
1307,17
1308,10
1309,17
1310,23
1311,23
1312,17
1313,15
1314,17
1315,6
1316,16
1317,21
1318,3
1319,23
1320,11
1321,23
1322,15
1323,23
1324,11
1325,11
1326,7
1327,16
1328,7
1329,17
1330,22
1331,11
1332,11
1333,17
1334,16
1335,16
1336,11
1337,16
1338,23
1339,17
1340,8
1341,23
1342,19
1343,16
1344,11
1345,20
1346,17
1347,10
1348,12
1349,17
1350,23
1351,7
1352,23
1353,23
1354,7
1355,22
1356,17
1357,17
1358,7
1359,11
1360,22
1361,23
1362,24
1363,7
1364,20
1365,11
1366,17
1367,17
1368,10
1369,16
1370,11
1371,5
1372,3
1373,11
1374,17
1375,21
1376,22
1377,19
1378,20
1379,11
1380,15
1381,17
1382,22
1383,17
1384,17
1385,17
1386,17
1387,20
1388,21
1389,7
1390,22
1391,21
1392,23
1393,8
1394,17
1395,11
1396,22
1397,23
1398,10
1399,23
1400,17
1401,17
1402,22
1403,15
1404,22
1405,19
1406,24
1407,16
1408,17
1409,5
1410,21
1411,15
1412,23
1413,17
1414,5
1415,5
1416,7
1417,22
1418,21
1419,23
1420,7
1421,10
1422,5
1423,17
1424,17
1425,17
1426,23
1427,15
1428,11
1429,7
1430,6
1431,17
1432,24
1433,5
1434,24
1435,22
1436,19
1437,23
1438,5
1439,11
1440,5
1441,11
1442,5
1443,15
1444,20
1445,20
1446,6
1447,23
1448,7
1449,21
1450,23
1451,22
1452,7
1453,21
1454,21
1455,16
1456,11
1457,6
1458,15
1459,11
1460,21
1461,23
1462,17
1463,23
1464,15
1465,10
1466,17
1467,17
1468,7
1469,8
1470,17
1471,23
1472,17
1473,23
1474,7
1475,23
1476,19
1477,17
1478,7
1479,7
1480,3
1481,23
1482,17
1483,17
1484,23
1485,7
1486,17
1487,17
1488,17
1489,11
1490,21
1491,7
1492,17
1493,7
1494,23
1495,11
1496,22
1497,22
1498,8
1499,17
1500,10
1501,17
1502,1
1503,8
1504,23
1505,20
1506,21
1507,17
1508,23
1509,7
1510,23
1511,11
1512,5
1513,17
1514,11
1515,20
1516,23
1517,16
1518,10
1519,17
1520,17
1521,17
1522,10
1523,23
1524,17
1525,17
1526,17
1527,17
1528,17
1529,8
1530,23
1531,17
1532,22
1533,21
1534,7
1535,22
1536,10
1537,23
1538,17
1539,10
1540,7
1541,23
1542,24
1543,11
1544,22
1545,23
1546,10
1547,23
1548,3
1549,17
1550,15
1551,23
1552,15
1553,7
1554,18
1555,17
1556,17
1557,7
1558,11
1559,17
1560,7
1561,19
1562,22
1563,16
1564,23
1565,16
1566,19
1567,17
1568,7
1569,7
1570,7
1571,23
1572,11
1573,23
1574,21
1575,7
1576,7
1577,22
1578,7
1579,11
1580,15
1581,5
1582,17
1583,17
1584,7
1585,23
1586,16
1587,23
1588,17
1589,22
1590,23
1591,17
1592,7
1593,24
1594,10
1595,7
1596,20
1597,17
1598,20
1599,17
1600,23
1601,23
1602,17
1603,7
1604,20
1605,7
1606,11
1607,23
1608,7
1609,20
1610,5
1611,17
1612,16
1613,17
1614,7
1615,22
1616,17
1617,11
1618,23
1619,21
1620,19
1621,11
1622,17
1623,21
1624,15
1625,16
1626,7
1627,22
1628,10
1629,11
1630,11
1631,21
1632,7
1633,14
1634,22
1635,14
1636,8
1637,11
1638,19
1639,22
1640,8
1641,17
1642,5
1643,10
1644,21
1645,5
1646,7
1647,17
1648,22
1649,5
1650,22
1651,17
1652,11
1653,21
1654,11
1655,19
1656,22
1657,21
1658,23
1659,16
1660,23
1661,21
1662,16
1663,23
1664,7
1665,23
1666,23
1667,23
1668,17
1669,8
1670,17
1671,7
1672,17
1673,11
1674,19
1675,8
1676,5
1677,23
1678,23
1679,17
1680,17
1681,8
1682,10
1683,11
1684,5
1685,21
1686,4
1687,17
1688,17
1689,15
1690,23
1691,17
1692,8
1693,17
1694,17
1695,22
1696,11
1697,23
1698,21
1699,23
1700,20
1701,17
1702,17
1703,22
1704,22
1705,17
1706,23
1707,10
1708,10
1709,8
1710,23
1711,17
1712,23
1713,11
1714,11
1715,23
1716,17
1717,22
1718,17
1719,20
1720,17
1721,17
1722,5
1723,24
1724,17
1725,20
1726,22
1727,21
1728,7
1729,17
1730,11
1731,21
1732,23
1733,22
1734,23
1735,17
1736,22
1737,23
1738,10
1739,21
1740,17
1741,6
1742,17
1743,17
1744,11
1745,23
1746,19
1747,17
1748,16
1749,7
1750,11
1751,16
1752,17
1753,23
1754,21
1755,23
1756,16
1757,22
1758,23
1759,15
1760,17
1761,17
1762,22
1763,19
1764,23
1765,22
1766,18
1767,7
1768,17
1769,17
1770,11
1771,22
1772,17
1773,22
1774,11
1775,17
1776,22
1777,17
1778,15
1779,7
1780,23
1781,5
1782,16
1783,16
1784,7
1785,23
1786,17
1787,22
1788,21
1789,23
1790,17
1791,20
1792,23
1793,22
1794,17
1795,22
1796,11
1797,7
1798,17
1799,16
1800,3
1801,24
1802,5
1803,10
1804,23
1805,23
1806,15
1807,17
1808,7
1809,17
1810,17
1811,23
1812,11
1813,21
1814,17
1815,17
1816,16
1817,10
1818,23
1819,17
1820,23
1821,6
1822,17
1823,21
1824,3
1825,19
1826,17
1827,17
1828,10
1829,23
1830,22
1831,23
1832,24
1833,17
1834,11
1835,7
1836,11
1837,23
1838,21
1839,10
1840,8
1841,17
1842,23
1843,22
1844,8
1845,23
1846,23
1847,23
1848,5
1849,17
1850,22
1851,23
1852,7
1853,23
1854,23
1855,22
1856,23
1857,16
1858,17
1859,5
1860,7
1861,11
1862,18
1863,18
1864,15
1865,23
1866,7
1867,23
1868,22
1869,15
1870,17
1871,17
1872,20
1873,23
1874,7
1875,16
1876,6
1877,17
1878,17
1879,15
1880,17
1881,23
1882,17
1883,17
1884,10
1885,17
1886,16
1887,17
1888,23
1889,7
1890,5
1891,22
1892,23
1893,19
1894,17
1895,21
1896,21
1897,16
1898,17
1899,11
1900,7
1901,21
1902,22
1903,21
1904,23
1905,17
1906,15
1907,6
1908,23
1909,11
1910,8
1911,5
1912,3
1913,17
1914,11
1915,24
1916,20
1917,20
1918,22
1919,22
1920,23
1921,20
1922,17
1923,17
1924,23
1925,23
1926,17
1927,11
1928,17
1929,7
1930,11
1931,23
1932,24
1933,10
1934,23
1935,7
1936,15
1937,17
1938,21
1939,18
1940,23
1941,23
1942,11
1943,3
1944,17
1945,11
1946,23
1947,22
1948,15
1949,20
1950,16
1951,15
1952,19
1953,11
1954,5
1955,17
1956,17
1957,23
1958,7
1959,5
1960,11
1961,17
1962,8
1963,17
1964,17
1965,11
1966,11
1967,17
1968,23
1969,20
1970,23
1971,8
1972,23
1973,21
1974,22
1975,23
1976,16
1977,16
1978,17
1979,22
1980,23
1981,5
1982,24
1983,17
1984,7
1985,6
1986,16
1987,23
1988,10
1989,17
1990,22
1991,24
1992,17
1993,24
1994,17
1995,20
1996,23
1997,7
1998,21
1999,17
2000,17
2001,11
2002,17
2003,22
2004,20
2005,17
2006,17
2007,14
2008,11
2009,17
2010,7
2011,11
2012,8
2013,15
2014,17
2015,15
2016,7
2017,17
2018,17
2019,19
2020,7
2021,17
2022,22
2023,8
2024,21
2025,12
2026,20
2027,22
2028,17
2029,22
2030,20
2031,22
2032,23
2033,16
2034,10
2035,8
2036,23
2037,11
2038,21
2039,7
2040,8
2041,23
2042,11
2043,23
2044,21
2045,23
2046,17
2047,17
2048,21
2049,11
2050,16
2051,17
2052,19
2053,17
2054,23
2055,10
2056,16
2057,20
2058,17
2059,11
2060,22
2061,24
2062,23
2063,11
2064,22
2065,7
2066,21
2067,15
2068,17
2069,23
2070,23
2071,7
2072,19
2073,15
2074,16
2075,23
2076,23
2077,7
2078,23
2079,11
2080,24
2081,11
2082,22
2083,10
2084,17
2085,24
2086,15
2087,5
2088,10
2089,17
2090,17
2091,17
2092,17
2093,11
2094,17
2095,23
2096,22
2097,23
2098,20
2099,16
2100,17
2101,17
2102,11
2103,17
2104,17
2105,22
2106,7
2107,5
2108,21
2109,11
2110,10
2111,17
2112,16
2113,11
2114,23
2115,17
2116,11
2117,23
2118,6
2119,16
2120,23
2121,23
2122,15
2123,11
2124,17
2125,17
2126,21
2127,8
2128,22
2129,17
2130,7
2131,10
2132,17
2133,8
2134,12
2135,15
2136,5
2137,5
2138,23
2139,17
2140,7
2141,16
2142,8
2143,3
2144,17
2145,6
2146,17
2147,7
2148,23
2149,17
2150,23
2151,17
2152,17
2153,7
2154,10
2155,7
2156,17
2157,17
2158,16
2159,5
2160,23
2161,23
2162,17
2163,23
2164,7
2165,17
2166,21
2167,23
2168,20
2169,10
2170,10
2171,17
2172,7
2173,17
2174,17
2175,17
2176,5
2177,16
2178,22
2179,21
2180,23
2181,20
2182,3
2183,17
2184,7
2185,21
2186,11
2187,7
2188,22
2189,23
2190,5
2191,21
2192,17
2193,17
2194,22
2195,23
2196,17
2197,20
2198,18
2199,11
2200,20
2201,11
2202,18
2203,7
2204,17
2205,17
2206,14
2207,20
2208,17
2209,14
2210,17
2211,17
2212,17
2213,11
2214,17
2215,17
2216,18
2217,17
2218,17
2219,15
2220,19
2221,22
2222,22
2223,17
2224,22
2225,17
2226,17
2227,17
2228,20
2229,20
2230,11
2231,15
2232,11
2233,17
2234,11
2235,23
2236,23
2237,17
2238,20
2239,11
2240,11
2241,7
2242,16
2243,15
2244,22
2245,23
2246,23
2247,11
2248,20
2249,17
2250,22
2251,11
2252,8
2253,15
2254,8
2255,11
2256,17
2257,10
2258,23
2259,7
2260,7
2261,10
2262,17
2263,23
2264,11
2265,23
2266,17
2267,7
2268,5
2269,8
2270,17
2271,17
2272,22
2273,16
2274,7
2275,20
2276,23
2277,23
2278,10
2279,15
2280,8
2281,23
2282,17
2283,23
2284,5
2285,21
2286,17
2287,23
2288,11
2289,7
2290,17
2291,17
2292,23
2293,16
2294,20
2295,17
2296,7
2297,17
2298,20
2299,7
2300,23
2301,17
2302,17
2303,17
2304,23
2305,15
2306,23
2307,17
2308,21
2309,5
2310,21
2311,21
2312,11
2313,17
2314,17
2315,18
2316,17
2317,20
2318,7
2319,7
2320,11
2321,20
2322,23
2323,22
2324,4
2325,7
2326,16
2327,23
2328,15
2329,22
2330,11
2331,23
2332,24
2333,17
2334,17
2335,15
2336,16
2337,7
2338,7
2339,17
2340,5
2341,23
2342,23
2343,17
2344,23
2345,18
2346,3
2347,17
2348,16
2349,21
2350,19
2351,17
2352,11
2353,10
2354,7
2355,22
2356,17
2357,17
2358,17
2359,7
2360,17
2361,7
2362,21
2363,18
2364,11
2365,5
2366,14
2367,20
2368,7
2369,20
2370,17
2371,16
2372,20
2373,17
2374,23
2375,22
2376,23
2377,10
2378,23
2379,10
2380,5
2381,5
2382,8
2383,8
2384,23
2385,10
2386,18
2387,17
2388,20
2389,21
2390,4
2391,23
2392,10
2393,17
2394,17
2395,23
2396,17
2397,10
2398,20
2399,5
2400,22
2401,5
2402,17
2403,22
2404,7
2405,7
2406,19
2407,17
2408,11
2409,17
2410,17
2411,8
2412,3
2413,17
2414,21
2415,11
2416,20
2417,24
2418,7
2419,22
2420,7
2421,8
2422,17
2423,7
2424,23
2425,22
2426,10
2427,5
2428,17
2429,3
2430,16
2431,5
2432,17
2433,24
2434,23
2435,17
2436,11
2437,17
2438,10
2439,7
2440,17
2441,17
2442,20
2443,23
2444,5
2445,17
2446,17
2447,17
2448,22
2449,7
2450,17
2451,22
2452,5
2453,15
2454,17
2455,11
2456,23
2457,16
2458,8
2459,2
2460,17
2461,7
2462,23
2463,11
2464,17
2465,23
2466,23
2467,3
2468,23
2469,23
2470,17
2471,16
2472,22
2473,15
2474,24
2475,11
2476,23
2477,10
2478,11
2479,11
2480,5
2481,22
2482,17
2483,24
2484,7
2485,17
2486,17
2487,7
2488,3
2489,7
2490,15
2491,15
2492,10
2493,17
2494,15
2495,16
2496,23
2497,16
2498,24
2499,17
2500,17
2501,17
2502,11
2503,16
2504,10
2505,8
2506,11
2507,11
2508,22
2509,23
2510,20
2511,17
2512,10
2513,20
2514,11
2515,19
2516,23
2517,8
2518,10
2519,11
2520,22
2521,10
2522,8
2523,11
2524,17
2525,7
2526,22
2527,23
2528,17
2529,3
2530,7
2531,17
2532,23
2533,23
2534,17
2535,23
2536,17
2537,17
2538,23
2539,5
2540,22
2541,10
2542,7
2543,18
2544,23
2545,3
2546,17
2547,23
2548,22
2549,23
2550,23
2551,5
2552,20
2553,17
2554,20
2555,23
2556,10
2557,17
2558,11
2559,11
2560,17
2561,6
2562,5
2563,17
2564,11
2565,7
2566,17
2567,23
2568,6
2569,21
2570,8
2571,17
2572,17
2573,22
2574,23
2575,8
2576,16
2577,17
2578,17
2579,17
2580,20
2581,17
2582,17
2583,23
2584,17
2585,21
2586,17
2587,16
2588,23
2589,17
2590,17
2591,17
2592,17
2593,17
2594,11
2595,23
2596,23
2597,17
2598,17
2599,11
2600,17
2601,11
2602,21
2603,17
2604,16
2605,7
2606,15
2607,20
2608,24
2609,20
2610,17
2611,23
2612,23
2613,11
2614,11
2615,17
2616,23
2617,8
2618,23
2619,11
2620,17
2621,7
2622,23
2623,17
2624,17
2625,23
2626,17
2627,17
2628,17
2629,15
2630,22
2631,17
2632,5
2633,3
2634,21
2635,17
2636,17
2637,23
2638,17
2639,15
2640,23
2641,16
2642,15
2643,4
2644,17
2645,8
2646,3
2647,22
2648,3
2649,24
2650,11
2651,10
2652,17
2653,17
2654,15
2655,17
2656,18
2657,7
2658,11
2659,17
2660,6
2661,23
2662,11
2663,17
2664,23
2665,24
2666,8
2667,23
2668,7
2669,20
2670,19
2671,23
2672,7
2673,18
2674,16
2675,17
2676,23
2677,17
2678,20
2679,17
2680,10
2681,23
2682,23
2683,7
2684,23
2685,17
2686,20
2687,17
2688,17
2689,20
2690,23
2691,16
2692,20
2693,16
2694,23
2695,23
2696,24
2697,17
2698,17
2699,15
2700,17
2701,5
2702,23
2703,11
2704,10
2705,23
2706,23
2707,20
2708,20
2709,17
2710,21
2711,8
2712,16
2713,10
2714,11
2715,15
2716,23
2717,21
2718,15
2719,15
2720,23
2721,17
2722,17
2723,16
2724,23
2725,23
2726,20
2727,23
2728,11
2729,8
2730,20
2731,7
2732,16
2733,17
2734,20
2735,7
2736,17
2737,11
2738,11
2739,7
2740,17
2741,7
2742,16
2743,16
2744,8
2745,17
2746,20
2747,23
2748,23
2749,20
2750,17
2751,20
2752,14
2753,17
2754,20
2755,23
2756,17
2757,20
2758,5
2759,23
2760,8
2761,7
2762,17
2763,5
2764,20
2765,21
2766,16
2767,17
2768,22
2769,7
2770,17
2771,17
2772,7
2773,20
2774,21
2775,10
2776,11
2777,16
2778,21
2779,21
2780,10
2781,17
2782,17
2783,17
2784,23
2785,20
2786,18
2787,20
2788,20
2789,22
2790,21
2791,17
2792,10
2793,22
2794,17
2795,21
2796,20
2797,5
2798,17
2799,23
2800,23
2801,18
2802,23
2803,20
2804,5
2805,17
2806,23
2807,21
2808,17
2809,23
2810,23
2811,7
2812,17
2813,11
2814,5
2815,24
2816,19
2817,7
2818,17
2819,17
2820,10
2821,23
2822,20
2823,17
2824,19
2825,22
2826,11
2827,23
2828,10
2829,17
2830,21
2831,17
2832,20
2833,8
2834,17
2835,21
2836,21
2837,11
2838,11
2839,8
2840,17
2841,11
2842,5
2843,21
2844,11
2845,23
2846,21
2847,23
2848,16
2849,17
2850,21
2851,11
2852,17
2853,17
2854,17
2855,11
2856,17
2857,11
2858,20
2859,7
2860,7
2861,20
2862,17
2863,10
2864,20
2865,16
2866,11
2867,11
2868,17
2869,5
2870,17
2871,17
2872,5
2873,11
2874,11
2875,5
2876,20
2877,23
2878,7
2879,17
2880,23
2881,8
2882,15
2883,17
2884,23
2885,17
2886,22
2887,7
2888,21
2889,16
2890,20
2891,6
2892,17
2893,21
2894,6
2895,17
2896,11
2897,21
2898,11
2899,10
2900,8
2901,17
2902,17
2903,20
2904,17
2905,7
2906,17
2907,22
2908,17
2909,20
2910,22
2911,8
2912,23
2913,10
2914,16
2915,22
2916,17
2917,21
2918,17
2919,16
2920,23
2921,16
2922,22
2923,17
2924,23
2925,14
2926,21
2927,22
2928,16
2929,11
2930,24
2931,15
2932,21
2933,17
2934,17
2935,7
2936,11
2937,23
2938,22
2939,11
2940,17
2941,17
2942,17
2943,7
2944,24
2945,23
2946,20
2947,5
2948,22
2949,22
2950,7
2951,17
2952,23
2953,21
2954,5
2955,5
2956,4
2957,22
2958,17
2959,7
2960,17
2961,15
2962,17
2963,18
2964,23
2965,23
2966,22
2967,23
2968,21
2969,8
2970,23
2971,22
2972,23
2973,17
2974,17
2975,17
2976,20
2977,23
2978,17
2979,17
2980,11
2981,15
2982,17
2983,8
2984,5
2985,22
2986,23
2987,15
2988,15
2989,6
2990,22
2991,23
2992,17
2993,11
2994,23
2995,22
2996,17
